sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_name,hostname,discoverymethod,disc_facility,pl_bmassprov,st_spectype,st_metratio,rastr,decstr,pl_rade,log_pl_rade,planet_star_radius_ratio,log_orbital_period
1,1,2022,0,14583.81038,3328.20988,-2616.26788,0.0,12.027,1.897,-1.567,0.0,0.27,-0.21,0.0,1.06,0.024,-0.019,0.0,9333.03117155,1901.88518749,-1179.77904678,0.0,29.365,5.984,-3.712,0.0,0.034,0.059,-0.088,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5897.32,85.35,-116.19,0.0,1.94492,0.072619,-0.080034,0.0,1.07,0.133,-0.133,0.0,-0.08,0.03,-0.03,0.0,3.88965,0.064171,-0.076516,0.0,299.4048303,-37.7448845,64.3399,0.1793,-0.1784,7.34,0.03,-0.03,5.8,0.023,-0.023,7.17761,0.000288,-0.000288,HD 188641 b,HD 188641,Radial Velocity,Multiple Observatories,Mass,missing,[M/H],19h57m37.16s,-37d44m41.58s,11.9,2.5572273113676265,6.118503588836559,9.587735881188854
1,2,2021,0,14.288,0.002,-0.002,0.0,0.111,0.002,-0.002,0.0,0.27,-0.21,0.0,0.254,0.024,-0.019,0.0,8.5,0.6,-0.6,0.0,0.02674399,0.00188781,-0.00188781,0.0,0.189,0.049,-0.04,1.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5726.0,15.0,-15.0,0.0,1.04,0.03,-0.03,0.0,0.83,0.01,-0.01,0.0,-0.24,0.01,-0.01,0.0,4.41,0.01,-0.01,0.0,301.3959616,-67.3237992,17.9055,0.0124,-0.0123,6.074,0.001,-0.001,4.511,0.026,-0.026,5.9098,0.0006224,-0.0006224,HD 189567 b,HD 189567,Radial Velocity,La Silla Observatory,Msini,G3 V,[Fe/H],20h05m35.03s,-67d19m25.68s,2.85,1.3480731482996928,2.7403846153846154,2.727068206937972
1,2,2021,0,33.688,0.025,-0.025,0.0,0.197,0.003,-0.003,0.0,0.27,-0.21,0.0,0.227,0.024,-0.019,0.0,7.0,0.9,-0.9,0.0,0.02202446,0.00283172,-0.00283172,0.0,0.16,0.09,-0.09,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5726.0,15.0,-15.0,0.0,1.04,0.03,-0.03,0.0,0.83,0.01,-0.01,0.0,-0.24,0.01,-0.01,0.0,4.41,0.01,-0.01,0.0,301.3959616,-67.3237992,17.9055,0.0124,-0.0123,6.074,0.001,-0.001,4.511,0.026,-0.026,5.9098,0.0006224,-0.0006224,HD 189567 c,HD 189567,Radial Velocity,La Silla Observatory,Msini,G3 V,[Fe/H],20h05m35.03s,-67d19m25.68s,2.54,1.264126727145683,2.442307692307692,3.546393805817181
2,1,2005,0,2.21857567,1.5e-07,-1.5e-07,0.0,0.03126,0.00036,-0.00036,0.0,0.11209,-0.11209,0.0,1.13,0.01,-0.01,0.0,359.1479,25.4264,-25.4264,0.0,1.13,0.08,-0.08,0.0,0.0,0.049,-0.04,0.0,356.0,13.0,-12.0,0.0,1209.0,11.0,-11.0,0.0,0,5052.0,16.0,-16.0,0.0,0.75,0.01,-0.01,0.0,0.79,0.08,-0.08,0.0,-0.02,0.083,-0.083,0.0,4.49,0.05,-0.05,0.0,300.1821223,22.7097759,19.7638,0.0128,-0.0127,7.67,0.03,-0.03,5.541,0.021,-0.021,7.41432,0.000374,-0.000374,HD 189733 b,HD 189733,Radial Velocity,Haute-Provence Observatory,Mass,K2 V,[Fe/H],20h00m43.71s,+22d42m35.19s,12.66617,2.6149234359124165,16.888226666666664,1.1689389231864624
1,1,2020,0,11.724128,9.9e-05,-9.9e-05,0.0,0.092,0.0008,-0.0008,0.0,0.27,-0.21,0.0,0.362,0.024,-0.019,0.0,15.5,1.2,-1.3,0.0,0.04876845,0.00377562,-0.00409026,0.0,0.136,0.085,-0.08,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,4610.0,20.0,-20.0,0.0,0.79,0.039,-0.039,0.0,0.77,0.02,-0.02,0.0,0.16,0.05,-0.05,0.0,4.58,0.02,-0.02,0.0,300.6956339,3.3266992,12.7141,0.0101,-0.01,7.46,0.03,-0.03,4.796,0.017,-0.017,7.06341,0.000262,-0.000262,HD 190007 b,HD 190007,Radial Velocity,Multiple Observatories,Msini,K4 V,[Fe/H],20h02m46.95s,+03d19m36.12s,4.06,1.6213664832993742,5.139240506329113,2.5435000335659437
1,1,2022,0,1143.59858,1.76742,-1.7068,0.0,2.406,0.045,-0.047,0.0,0.27,-0.21,0.0,1.15,0.024,-0.019,0.0,1598.67688721,378.21580433,-0.95348522,0.0,5.03,1.19,-0.003,0.0,0.559,0.01,-0.01,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5360.0,40.0,-40.0,0.0,2.58658,0.051109,-0.05,0.0,1.415,0.081,-0.081,0.0,-0.24,0.06,-0.06,0.0,4.02,0.1,-0.1,0.0,300.7537294,28.3065564,62.7146,0.12105,-0.12105,7.3,0.03,-0.03,5.352,0.016,-0.016,7.08482,0.000179,-0.000179,HD 190228 b,HD 190228,Radial Velocity,Multiple Observatories,Mass,G5 IV,[Fe/H],20h03m00.90s,+28d18m23.60s,12.9,2.631888840136646,4.987280501666293,7.04280926936616
2,2,2003,0,2854.0,13.0,-13.0,0.0,3.9,0.2,-0.2,0.0,0.27,-0.21,0.0,1.2,0.024,-0.019,0.0,572.0911326,63.5656814,-63.5656814,0.0,1.8,0.2,-0.2,0.0,0.34,0.018,-0.018,0.0,99.493,6.0,-5.314,0.0,150.0,26.0,-27.0,0.0,0,5552.0,11.0,-11.0,0.0,1.14,0.02,-0.02,0.0,1.0,0.1,-0.1,0.0,0.25,0.05,-0.05,0.0,4.298158,0.02781,-0.02781,0.0,300.9092476,29.894541,16.0069,0.0159,-0.0159,5.738,0.022,-0.022,4.076,0.027,-0.027,5.55436,0.001559,-0.001559,HD 190360 b,HD 190360,Radial Velocity,Haute-Provence Observatory,Mass,G V,[Fe/H],20h03m38.22s,+29d53m40.35s,13.4,2.667228206581955,11.754385964912283,7.956827122090111
2,2,2005,0,17.111,0.0048,-0.0048,0.0,0.1304,0.0075,-0.0075,0.0,0.27,-0.21,0.0,0.409,0.024,-0.019,0.0,19.069,2.4154,-2.4154,0.0,0.06,0.0076,-0.0076,0.0,0.237,0.082,-0.082,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5549.0,100.43,-123.01,0.0,1.16804,0.074605,-0.032722,0.0,0.98,0.151184,-0.088239,0.0,0.19,0.1,-0.1,0.0,4.29438,0.079397,-0.065392,0.0,300.9092476,29.894541,16.0069,0.0159,-0.0159,5.738,0.022,-0.022,4.076,0.027,-0.027,5.55436,0.001559,-0.001559,HD 190360 c,HD 190360,Radial Velocity,W. M. Keck Observatory,Msini,G6 IV,[M/H],20h03m38.22s,+29d53m40.35s,4.59,1.7209792871670078,3.9296599431526316,2.896519488482399
1,1,2007,0,1176.45,3.1,-2.83,0.0,2.231,0.019,-0.019,0.0,0.27,-0.21,0.0,1.19,0.024,-0.019,0.0,630.89255,10.48839,-10.48839,0.0,1.985,0.033,-0.033,0.0,0.224,0.014,-0.014,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5656.0,60.0,-60.0,0.0,1.376,0.089,-0.089,0.0,1.069,0.027,-0.027,0.0,0.23,0.02,-0.02,0.0,4.162,0.054,-0.054,0.0,301.8318167,-35.5395236,54.4738,0.1482,-0.1475,7.78,0.03,-0.03,6.161,0.038,-0.038,7.5942,0.000248,-0.000248,HD 190647 b,HD 190647,Radial Velocity,La Silla Observatory,Msini,G5 V,[Fe/H],20h07m19.64s,-35d32m22.28s,13.4,2.667228206581955,9.738372093023257,7.07110636214399
1,1,2009,0,4885.0,1600.0,-1600.0,0.0,5.5,0.0019950000000000002,-0.002,0.0,0.27,-0.21,0.0,1.16,0.024,-0.019,0.0,1137.82569706,381.3940884,-143.02278315,0.0,3.58,1.2,-0.45,0.0,0.57,0.1,-0.1,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5988.0,25.0,-25.0,0.0,1.53,0.051109,-0.05,0.0,0.91,0.048,-0.048,0.0,-0.48,0.06,-0.06,0.0,4.02,0.22,-0.22,0.0,302.8779827,-64.6202728,148.187,0.989,-0.976,8.76,0.03,-0.03,7.319,0.016,-0.016,8.61126,0.000188,-0.000188,HD 190984 b,HD 190984,Radial Velocity,La Silla Observatory,Mass,F8 V,[Fe/H],20h11m30.72s,-64d37m12.98s,13.0,2.6390573296152584,8.49673202614379,8.494129251817686
1,1,2016,0,1603.38923,9.94172,-11.31279,0.0,2.749,0.106,-0.118,0.0,0.27,-0.21,0.0,1.12,0.024,-0.019,0.0,2966.61035094,292.08430603,-270.78980276,0.0,9.334,0.919,-0.852,0.0,0.213,0.029,-0.028,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,6010.0,30.0,-30.0,0.0,1.40223,0.023907,-0.022074,0.0,1.07,0.129,-0.129,0.0,0.3,0.02,-0.02,0.0,4.45,0.03,-0.03,0.0,302.368758,52.2767265,65.6668,0.1125,-0.112,8.09,0.03,-0.03,6.639,0.016,-0.016,7.93339,0.000309,-0.000309,HD 191806 b,HD 191806,Radial Velocity,Haute-Provence Observatory,Mass,K0,[Fe/H],20h09m28.50s,+52d16m36.22s,12.5,2.6026896854443837,8.914372107286251,7.380498421083539
1,6,2020,0,8.8803256,4.7e-06,-4.7e-06,0.0,0.0804,0.0025,-0.0023,0.0,0.075,-0.075,0.0,0.30422035,0.00669106,-0.00669106,0.0,10.0,0.7,-0.7,0.0,0.03146352,0.00220245,-0.00220245,0.0,0.031,0.01,-0.011,0.0,100.0,7.0,-7.0,0.0,880.0,20.0,-20.0,0.0,0,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,4.3,0.1,-0.1,0.0,302.0256247,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,HD 191939 b,HD 191939,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,G9 V,[Fe/H],20h08m06.15s,+66d51m01.09s,3.41,1.4838746894587547,3.6276595744680855,2.290545466682344
1,6,2020,0,28.579743,4.5e-05,-4.5e-05,0.0,0.1752,0.0055,-0.005,0.0,0.075,-0.075,0.0,0.2850393,0.00669106,-0.00669106,0.0,8.0,1.0,-1.0,0.0,0.02517081,0.00314635,-0.00314635,0.0,0.034,0.034,-0.013,0.0,21.0,1.4,-1.4,0.0,600.0,13.0,-13.0,0.0,0,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,4.3,0.1,-0.1,0.0,302.0256247,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,HD 191939 c,HD 191939,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,G9 V,[Fe/H],20h08m06.15s,+66d51m01.09s,3.195,1.4338933399191696,3.398936170212766,3.387089768942003
1,6,2020,0,38.353037,6e-05,-6e-05,0.0,0.2132,0.0065,-0.0061,0.0,0.07,-0.07,0.0,0.26719646,0.00624499,-0.00624499,0.0,2.8,0.6,-0.6,0.0,0.00880979,0.00188781,-0.00188781,0.0,0.031,0.018,-0.012,0.0,14.3,1.0,-1.0,0.0,540.0,11.0,-11.0,0.0,0,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,4.3,0.1,-0.1,0.0,302.0256247,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,HD 191939 d,HD 191939,Transit,Transiting Exoplanet Survey Satellite (TESS),Mass,G9 V,[Fe/H],20h08m06.15s,+66d51m01.09s,2.995,1.385043579218238,3.186170212765958,3.672573151046626
1,6,2022,0,101.12,0.13,-0.13,0.0,0.407,0.012,-0.012,0.0,0.27,-0.21,0.0,1.16,0.024,-0.019,0.0,112.2,4.0,-4.0,0.0,0.35302068,0.01258541,-0.01258541,0.0,0.031,0.008,-0.016,0.0,3.9,0.3,-0.3,0.0,390.0,8.0,-8.0,0.0,0,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,4.3,0.1,-0.1,0.0,302.0256247,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,HD 191939 e,HD 191939,Radial Velocity,W. M. Keck Observatory,Msini,G9 V,[Fe/H],20h08m06.15s,+66d51m01.09s,13.0,2.6390573296152584,13.829787234042554,4.6261485923732835
1,6,2022,0,2898.0,152.0,-152.0,0.0,3.71,0.13,-0.13,0.0,0.27,-0.21,0.0,1.18,0.024,-0.019,0.0,915.34581216,82.63538582,-82.63538582,0.0,2.88,0.26,-0.26,0.0,0.0,0.049,-0.04,0.0,99.493,6.0,-5.314,0.0,125.0,20.0,-20.0,1.0,0,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,4.3,0.1,-0.1,0.0,302.0256247,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,HD 191939 f,HD 191939,Radial Velocity,W. M. Keck Observatory,Msini,G9 V,[Fe/H],20h08m06.15s,+66d51m01.09s,13.2,2.653241964607215,14.042553191489361,7.972121128921655
1,6,2022,0,284.0,10.0,-8.0,0.0,0.812,0.028,-0.028,0.0,0.27,-0.21,0.0,0.334,0.024,-0.019,0.0,13.5,2.0,-2.0,0.0,0.04247575,0.0062927,-0.0062927,0.0,0.03,0.025,-0.011,0.0,0.99,0.08,-0.08,0.0,278.0,6.0,-6.0,0.0,0,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,4.3,0.1,-0.1,0.0,302.0256247,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,HD 191939 g,HD 191939,Radial Velocity,Multiple Observatories,Msini,G9 V,[Fe/H],20h08m06.15s,+66d51m01.09s,3.74,1.556037135706985,3.9787234042553195,5.652489180268651
1,1,1999,0,24.3556,0.0046,-0.0046,0.0,0.15,0.0,0.0,0.0,0.27,-0.21,0.0,1.26,0.024,-0.019,0.0,177.9848,15.8915,-15.8915,0.0,0.56,0.05,-0.05,0.0,0.05,0.04,-0.04,0.0,99.493,6.0,-5.314,0.0,486.0,20.0,-20.0,0.0,0,4976.0,18.0,-18.0,0.0,0.74,0.01,-0.01,0.0,0.66,0.08,-0.08,0.0,0.03,0.083,-0.083,0.0,4.51,0.05,-0.05,0.0,303.4990864,-0.8657574,19.6359,0.0218,-0.0217,7.79,0.03,-0.03,5.537,0.023,-0.023,7.49558,0.000578,-0.000578,HD 192263 b,HD 192263,Radial Velocity,La Silla Observatory,Msini,K2 V,[Fe/H],20h13m59.78s,-00d51m56.73s,14.2,2.7212954278522306,19.18918918918919,3.232999612938598
1,2,2011,0,74.72,0.1,-0.1,0.0,0.32,0.005,-0.005,0.0,0.27,-0.21,0.0,0.381,0.024,-0.019,0.0,16.9,0.9,-0.9,0.0,0.0532,0.0028,-0.0028,0.0,0.13,0.04,-0.04,0.0,99.493,6.0,-5.314,0.0,355.0,20.0,-20.0,0.0,0,5166.0,49.0,-49.0,0.0,0.857922,0.015566,-0.015566,0.0,0.8,0.048,-0.048,0.0,-0.04,0.03,-0.03,0.0,4.51,0.09,-0.09,0.0,303.8284712,-27.0337556,8.79687,0.00925,-0.00924,5.73,0.03,-0.03,3.501,0.232,-0.232,5.47661,0.0019526,-0.0019526,HD 192310 b,HD 192310,Radial Velocity,La Silla Observatory,Msin(i)/sin(i),K3V,[Fe/H],20h15m18.83s,-27d02m01.52s,4.27,1.6620303625532709,4.977142444184902,4.327042326341122
1,2,2011,0,525.8,9.2,-9.2,0.0,1.18,0.025,-0.025,0.0,0.27,-0.21,0.0,0.469,0.024,-0.019,0.0,24.0,5.0,-5.0,0.0,0.076,0.016,-0.016,0.0,0.32,0.11,-0.11,0.0,99.493,6.0,-5.314,0.0,185.0,20.0,-20.0,0.0,0,5166.0,49.0,-49.0,0.0,0.857922,0.015566,-0.015566,0.0,0.8,0.048,-0.048,0.0,-0.04,0.03,-0.03,0.0,4.51,0.09,-0.09,0.0,303.8284712,-27.0337556,8.79687,0.00925,-0.00924,5.73,0.03,-0.03,3.501,0.232,-0.232,5.47661,0.0019526,-0.0019526,HD 192310 c,HD 192310,Radial Velocity,La Silla Observatory,Msin(i)/sin(i),K3V,[Fe/H],20h15m18.83s,-27d02m01.52s,5.25,1.8325814637483102,6.11943743137488,6.2668209698691255
1,1,2007,0,340.94,0.92,-0.92,0.0,1.063,0.049,-0.049,0.0,0.27,-0.21,0.0,1.19,0.024,-0.019,0.0,666.17168,29.55819,-29.55819,0.0,2.096,0.093,-0.093,0.0,0.082,0.041,-0.041,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5041.0,86.07499999999999,-86.93,0.0,4.41,0.051109,-0.05,0.0,1.38,0.048,-0.048,0.0,-0.15,0.04,-0.04,0.0,3.25,0.056,-0.073877,0.0,304.0248392,4.5805708,71.8627,0.2667,-0.2667,6.45591,0.023,-0.023,4.366,0.026,-0.026,6.21085,0.0004779,-0.0004779,HD 192699 b,HD 192699,Radial Velocity,Lick Observatory,Msini,G8 IV,[Fe/H],20h16m05.96s,+04d34m50.05s,13.4,2.667228206581955,3.0385487528344672,5.834635283074963
1,1,2022,0,13092.18348,3494.64637,-2509.99734,0.0,11.116,2.007,-1.511,0.0,0.27,-0.21,0.0,1.11,0.024,-0.019,0.0,3561.90295725,560.64930995,-422.3939529,0.0,11.207,1.764,-1.329,0.0,0.251,0.105,-0.094,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5861.32,115.94,-108.86,0.0,1.14911,0.052812,-0.047696,0.0,1.06,0.128,-0.128,0.0,0.08,0.06,-0.06,0.0,4.34265,0.074766,-0.072224,0.0,306.9980087,-51.6644646,80.2349,0.2496,-0.248,8.99,0.03,-0.03,7.533,0.033,-0.033,8.82731,0.000345,-0.000345,HD 194490 b,HD 194490,Radial Velocity,Multiple Observatories,Mass,missing,[M/H],20h27m59.52s,-51d39m52.07s,12.4,2.5952547069568657,10.790959960317114,9.479847028724615
2,1,1998,0,18.20132,0.00039,-0.00039,0.0,0.14,0.0,0.0,0.0,0.27,-0.21,0.0,1.16,0.024,-0.019,0.0,1264.9634,54.0311,-54.0311,0.0,3.98,0.17,-0.17,0.0,0.01,0.0,0.0,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5751.0,21.0,-21.0,0.0,1.48,0.03,-0.03,0.0,1.21,0.08,-0.08,0.0,0.05,0.083,-0.083,0.0,4.18,0.02,-0.02,0.0,307.0792427,18.7692509,37.6681,0.0669,-0.0667,6.87591,0.023,-0.023,5.256,0.016,-0.016,6.72911,0.000247,-0.000247,HD 195019 b,HD 195019,Radial Velocity,Lick Observatory,Msini,G3 IV-V,[Fe/H],20h28m19.02s,+18d46m09.30s,13.0,2.6390573296152584,8.783783783783784,2.954979026670563
3,1,2002,0,1392.0,4.0,-4.0,0.0,2.65,0.03,-0.03,0.0,0.27,-0.21,0.0,1.15,0.024,-0.019,0.0,1493.7935129,254.2627256,-254.2627256,0.0,4.7,0.8,-0.8,0.0,0.2,0.01,-0.01,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5879.0,28.0,-28.0,0.0,1.42,0.03,-0.03,0.0,1.27,0.06,-0.06,0.0,0.229,0.03,-0.03,0.0,4.25,0.05,-0.05,0.0,309.4637796,-60.6347649,50.6742,0.1021,-0.1017,7.5,0.03,-0.03,6.034,0.027,-0.027,7.3407,0.000177,-0.000177,HD 196050 b,HD 196050,Radial Velocity,Anglo-Australian Telescope,Mass,G3 V,[Fe/H],20h37m51.31s,-60d38m05.15s,12.9,2.631888840136646,9.084507042253522,7.239214973779806
2,2,2012,0,3413.7,10.5,-10.5,0.0,4.71,0.11,-0.1,0.0,0.27,-0.21,0.0,1.11,0.024,-0.019,0.0,3623.2438398,508.5254512,-508.5254512,0.0,11.4,1.6,-1.6,0.0,0.56292,0.00703,-0.00703,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,6072.0,83.0,-76.0,0.0,1.71,0.03,-0.04,0.0,1.16,0.13,-0.09,0.0,0.213,0.042,-0.042,0.0,4.09,0.02,-0.02,0.0,310.4364195,-75.3514992,39.9346,0.046,-0.046,6.51,0.03,-0.03,5.08,0.016,-0.016,6.33009,0.0003875,-0.0003875,HD 196067 b,HD 196067,Radial Velocity,La Silla Observatory,Mass,G0 V,[Fe/H],20h41m44.74s,-75d21m05.40s,12.4,2.5952547069568657,7.251461988304094,8.135844920415453
2,2,2025,0,4.601088,0.000192,-0.000192,0.0,0.1018,0.0019950000000000002,-0.002,0.0,0.27,-0.21,0.0,0.286,0.024,-0.019,0.0,10.4,1.39,-1.39,0.0,0.03272206,0.00437343,-0.00437343,0.0,0.235,0.118,-0.118,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,6072.0,83.0,-76.0,0.0,1.71,0.03,-0.04,0.0,1.16,0.13,-0.09,0.0,0.213,0.042,-0.042,0.0,4.09,0.02,-0.02,0.0,310.4364195,-75.3514992,39.9346,0.046,-0.046,6.51,0.03,-0.03,5.08,0.016,-0.016,6.33009,0.0003875,-0.0003875,HD 196067 c,HD 196067,Radial Velocity,La Silla Observatory,Msini,G0 V,[Fe/H],20h41m44.74s,-75d21m05.40s,3.21,1.43746264769429,1.8771929824561404,1.7229608645843641
1,1,2022,0,402.0,2.0,-2.0,0.0,1.1,0.1,-0.1,0.0,0.27,-0.21,0.0,1.12,0.024,-0.019,0.0,2701.5414595,222.4798849,-222.4798849,0.0,8.5,0.7,-0.7,0.0,0.2,0.1,-0.1,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,4263.0,38.0,-38.0,0.0,32.3,0.9,-0.9,0.0,1.1,0.1,-0.1,0.0,-0.31,0.11,-0.11,0.0,1.4,0.1,-0.1,0.0,48.7813299,73.868015,265.155,1.823,-1.799,6.55594,0.023,-0.023,3.062,0.324,-0.324,6.02012,0.0007888,-0.0007888,HD 19615 b,HD 19615,Radial Velocity,Bohyunsan Optical Astronomical Observatory,Msini,K0,[Fe/H],03h15m07.52s,+73d52m04.85s,12.6,2.6100697927420065,0.39009287925696595,5.998936561946683
2,1,2007,0,1333.0,15.0,-15.0,0.0,2.37,0.02,-0.02,0.0,0.27,-0.21,0.0,1.18,0.024,-0.019,0.0,819.97,50.85,-50.85,0.0,2.58,0.16,-0.16,0.0,0.48,0.06,-0.06,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,6254.0,44.0,-44.0,0.0,1.31,0.05,-0.05,0.0,1.28,0.05,-0.05,0.0,0.22,0.04,-0.04,0.0,4.31,0.1,-0.1,0.0,309.9664609,11.2500236,34.1692,0.0573,-0.057,6.39677,0.023,-0.023,5.072,0.018,-0.018,6.26141,0.0004207,-0.0004207,HD 196885 A b,HD 196885 A,Radial Velocity,Haute-Provence Observatory,Msini,F8 V,[Fe/H],20h39m51.95s,+11d15m00.08s,13.2,2.653241964607215,10.076335877862595,7.195937226475569
2,1,2012,0,1035.7,13.0,-13.0,0.0,2.07,0.05,-0.05,0.0,0.27,-0.21,0.0,1.24,0.024,-0.019,0.0,251.0,16.0,-16.0,0.0,0.79,0.05,-0.05,0.0,0.22,0.07,-0.07,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,6150.0,100.0,-100.0,0.0,1.105,0.023,-0.023,0.0,1.11,0.048,-0.048,0.0,-0.2,0.06,-0.06,0.0,4.4,0.12,-0.12,0.0,309.8869681,42.247593,33.1944,0.0291,-0.0291,6.82294,0.023,-0.023,5.488,0.018,-0.018,6.67106,0.000259,-0.000259,HD 197037 b,HD 197037,Radial Velocity,McDonald Observatory,Msini,F7 V,[Fe/H],20h39m32.87s,+42d14m51.33s,13.9,2.7013612129514133,12.57918552036199,6.943797870329067
1,1,2022,0,99.62167,0.14198,-0.0943,0.0,0.426,0.018,-0.019,0.0,0.27,-0.21,0.0,0.663,0.024,-0.019,0.0,43.22466335,3.81394088,-5.08525451,0.0,0.136,0.012,-0.016,0.0,0.373,0.09,-0.087,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,5796.02,117.02,-96.14,0.0,0.92,0.03,-0.03,0.0,1.04,0.136,-0.136,0.0,-0.3075,0.0281,-0.0281,0.0,4.51,0.03,-0.03,0.0,317.3445632,-82.0274926,24.3056,0.0204,-0.0204,6.98,0.03,-0.03,5.425,0.016,-0.016,6.817,0.000235,-0.000235,HD 199509 b,HD 199509,Radial Velocity,Multiple Observatories,Msini,G3V,[M/H],21h09m22.70s,-82d01m38.97s,7.43,2.131796772013764,8.076086956521738,4.611367642023435
3,1,2003,0,466.2,1.7,-1.7,0.0,1.305,0.016,-0.016,0.0,0.27,-0.21,0.0,1.21,0.024,-0.019,0.0,435.41,38.14,-38.14,0.0,1.37,0.12,-0.12,0.0,0.063,0.062,-0.062,0.0,99.493,6.0,-5.314,0.0,822.5,20.0,-20.0,0.0,0,6188.0,44.0,-44.0,0.0,1.79647,0.090305,-0.09681,0.0,1.365,0.042,-0.042,0.0,0.27,0.03,-0.03,0.0,4.29,0.056,-0.073877,0.0,48.1943193,-1.1963955,22.5242,0.1042,-0.1033,5.06345,0.023,-0.023,3.748,0.236,-0.236,4.93038,0.0048606,-0.0048606,HD 19994 b,HD 19994,Radial Velocity,La Silla Observatory,Msini,F8 V,[Fe/H],03h12m46.64s,-01d11m47.02s,13.6,2.681021528714291,7.570401954944975,6.146757431514017
