sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_name,hostname,discoverymethod,disc_facility,pl_bmassprov,st_spectype,st_metratio,rastr,decstr,pl_rade,log_pl_rade,planet_star_radius_ratio,log_orbital_period
1,4,2014,0,11.349393,3.4e-05,-3.4e-05,0.0,0.089,0.0019950000000000002,-0.002,0.0,0.14,-0.14,0.0,0.205,0.012,-0.012,0.0,5.9,18.75197,-17.48060619,0.0,0.0186,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,36.293,2.203,-2.06,0.0,610.0,20.0,-20.0,0.0,0,5018.0,100.0,-100.0,0.0,0.676,0.038,-0.038,0.0,0.777,0.02,-0.022,0.0,-0.06,0.04,-0.04,0.0,4.639,0.15,-0.15,0.0,290.9342679,47.3575414,782.088,18.719,-17.879,15.801,0.126,-0.126,13.703,0.039,-0.039,15.6358,0.00059,-0.00059,Kepler-224 d,Kepler-224,Transit,Kepler,M-R relationship,missing,[Fe/H],19h23m44.22s,+47d21m27.15s,2.3,1.1939224684724346,3.402366863905325,2.5136069120685245
1,4,2014,0,18.643577,8.7e-05,-8.7e-05,0.0,0.124,0.0019950000000000002,-0.002,0.0,0.15,-0.15,0.0,0.176,0.013,-0.013,0.0,4.54,18.75197,-17.48060619,0.0,0.0143,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,18.732,1.137,-1.063,0.0,517.0,20.0,-20.0,0.0,0,5018.0,100.0,-100.0,0.0,0.676,0.038,-0.038,0.0,0.777,0.02,-0.022,0.0,-0.06,0.04,-0.04,0.0,4.639,0.15,-0.15,0.0,290.9342679,47.3575414,782.088,18.719,-17.879,15.801,0.126,-0.126,13.703,0.039,-0.039,15.6358,0.00059,-0.00059,Kepler-224 e,Kepler-224,Transit,Kepler,M-R relationship,missing,[Fe/H],19h23m44.22s,+47d21m27.15s,1.97,1.0885619528146082,2.9142011834319526,2.977750414652545
1,2,2014,0,6.738975,4.1e-05,-4.1e-05,0.0,0.056,0.0019950000000000002,-0.002,0.0,0.07,-0.07,0.0,0.107,0.006,-0.006,0.0,1.87,18.75197,-17.48060619,0.0,0.00588,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,38.883,2.275,-2.135,0.0,579.0,20.0,-20.0,0.0,0,3682.0,150.0,-150.0,0.0,0.48,0.02,-0.02,0.0,0.593,0.014,-0.014,0.0,-0.04,0.089,-0.079,0.0,4.783,0.2,-0.2,0.0,292.1939846,47.4570808,561.101,12.701,-12.16,16.294,0.286,-0.286,13.253,0.039,-0.039,15.9504,0.000591,-0.000591,Kepler-225 b,Kepler-225,Transit,Kepler,M-R relationship,M1 V,[Fe/H],19h28m46.56s,+47d27m25.49s,1.2,0.7884573603642702,2.5,2.046269249891581
1,2,2014,0,18.794234,7.6e-05,-7.6e-05,0.0,0.111,0.0019950000000000002,-0.002,0.0,0.1,-0.1,0.0,0.164,0.009,-0.009,0.0,4.04,18.75197,-17.48060619,0.0,0.0127,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,9.903,0.58,-0.544,0.0,412.0,20.0,-20.0,0.0,0,3682.0,150.0,-150.0,0.0,0.48,0.02,-0.02,0.0,0.593,0.014,-0.014,0.0,-0.04,0.089,-0.079,0.0,4.783,0.2,-0.2,0.0,292.1939846,47.4570808,561.101,12.701,-12.16,16.294,0.286,-0.286,13.253,0.039,-0.039,15.9504,0.000591,-0.000591,Kepler-225 c,Kepler-225,Transit,Kepler,M-R relationship,M1 V,[Fe/H],19h28m46.56s,+47d27m25.49s,1.84,1.0438040521731147,3.8333333333333335,2.9853906831687937
1,3,2014,0,3.940997,2e-05,-2e-05,0.0,0.047,0.0019950000000000002,-0.002,0.0,0.62,-0.62,0.0,0.138,0.055,-0.055,0.0,24.0,11.8,-10.1,0.0,0.076,0.037,-0.032,0.0,0.0,0.049,-0.04,0.0,270.402,20.165,-18.544,0.0,1018.0,20.0,-20.0,0.0,0,5571.0,200.0,-200.0,0.0,0.802,0.318,-0.318,0.0,0.904,0.029,-0.03,0.0,0.09,0.04,-0.04,0.0,4.586,0.3,-0.3,0.0,292.3760942,47.8809596,980.138,26.592,-25.244,15.563,0.172,-0.172,13.633,0.053,-0.053,15.4026,0.000413,-0.000413,Kepler-226 b,Kepler-226,Transit,Kepler,Mass,missing,[Fe/H],19h29m30.26s,+47d52m51.45s,1.55,0.9360933591703349,1.9326683291770572,1.597567132698887
1,3,2014,0,5.349555,1.4e-05,-1.4e-05,0.0,0.058,0.0019950000000000002,-0.002,0.0,0.9,-0.9,0.0,0.203,0.08,-0.08,0.0,45.2,22.5,-19.1,0.0,0.142,0.071,-0.06,0.0,0.0,0.049,-0.04,0.0,180.513,13.462,-12.379,0.0,919.0,20.0,-20.0,0.0,0,5571.0,200.0,-200.0,0.0,0.802,0.318,-0.318,0.0,0.904,0.029,-0.03,0.0,0.09,0.04,-0.04,0.0,4.586,0.3,-0.3,0.0,292.3760942,47.8809596,980.138,26.592,-25.244,15.563,0.172,-0.172,13.633,0.053,-0.053,15.4026,0.000413,-0.000413,Kepler-226 c,Kepler-226,Transit,Kepler,Mass,missing,[Fe/H],19h29m30.26s,+47d52m51.45s,2.27,1.184789984909162,2.830423940149626,1.8483847317088131
1,3,2014,0,8.109044,9.4e-05,-9.4e-05,0.0,0.076,0.0019950000000000002,-0.002,0.0,0.49,-0.49,0.0,0.109,0.044,-0.044,0.0,1.98,18.75197,-17.48060619,0.0,0.00624,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,103.645,7.729,-7.108,0.0,800.0,20.0,-20.0,0.0,0,5571.0,200.0,-200.0,0.0,0.802,0.318,-0.318,0.0,0.904,0.029,-0.03,0.0,0.09,0.04,-0.04,0.0,4.586,0.3,-0.3,0.0,292.3760942,47.8809596,980.138,26.592,-25.244,15.563,0.172,-0.172,13.633,0.053,-0.053,15.4026,0.000413,-0.000413,Kepler-226 d,Kepler-226,Transit,Kepler,M-R relationship,missing,[Fe/H],19h29m30.26s,+47d52m51.45s,1.22,0.7975071958841881,1.5211970074812966,2.2092677661385354
1,2,2014,0,9.488015,3.9e-05,-3.9e-05,0.0,0.09,0.0019950000000000002,-0.002,0.0,1.57,-1.57,0.0,0.277,0.14,-0.14,0.0,9.85,18.75197,-17.48060619,0.0,0.031,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,104.641,8.011,-7.367,0.0,793.0,20.0,-20.0,0.0,0,5854.0,200.0,-200.0,0.0,1.091,0.547,-0.547,0.0,0.954,0.035,-0.034,0.0,0.1,0.04,-0.04,0.0,4.401,0.3,-0.3,0.0,291.9342748,48.141676,1083.06,29.67,-29.67,15.623,0.126,-0.126,13.648,0.054,-0.054,15.3234,0.00042,-0.00042,Kepler-227 b,Kepler-227,Transit,Kepler,M-R relationship,missing,[Fe/H],19h27m44.23s,+48d08m30.03s,3.11,1.413423028508143,2.850595783684693,2.350233176666326
1,2,2014,0,54.418694,0.00046,-0.00046,0.0,0.29,0.0019950000000000002,-0.002,0.0,1.53,-1.53,0.0,0.271,0.136,-0.136,0.0,9.48,18.75197,-17.48060619,0.0,0.0298,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,10.186,0.78,-0.717,0.0,443.0,20.0,-20.0,0.0,1,5854.0,200.0,-200.0,0.0,1.091,0.547,-0.547,0.0,0.954,0.035,-0.034,0.0,0.1,0.04,-0.04,0.0,4.401,0.3,-0.3,0.0,291.9342748,48.141676,1083.06,29.67,-29.67,15.623,0.126,-0.126,13.648,0.054,-0.054,15.3234,0.00042,-0.00042,Kepler-227 c,Kepler-227,Transit,Kepler,M-R relationship,missing,[Fe/H],19h27m44.23s,+48d08m30.03s,3.04,1.3962446919730587,2.786434463794684,4.014916973657342
1,3,2014,0,2.566546,2.6e-05,-2.6e-05,0.0,0.038,0.0019950000000000002,-0.002,0.0,0.71,-0.71,0.0,0.136,0.063,-0.063,0.0,2.96,18.75197,-17.48060619,0.0,0.0093,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,863.776,104.338,-91.555,0.0,1360.0,20.0,-20.0,0.0,0,6043.0,200.0,-200.0,0.0,1.014,0.465,-0.465,0.0,1.006,0.035,-0.033,0.0,0.18,0.04,-0.04,0.0,4.467,0.3,-0.3,0.0,296.2860853,48.2246328,1644.61,79.32,-72.46,15.902,0.126,-0.126,14.132,0.072,-0.072,15.7042,0.000458,-0.000458,Kepler-228 b,Kepler-228,Transit,Kepler,M-R relationship,missing,[Fe/H],19h45m08.66s,+48d13m28.68s,1.53,0.9282193027394289,1.5088757396449703,1.2715976204517425
1,3,2014,0,4.134444,1.8e-05,-1.8e-05,0.0,0.052,0.0019950000000000002,-0.002,0.0,1.24,-1.24,0.0,0.241,0.111,-0.111,0.0,7.75,18.75197,-17.48060619,0.0,0.0244,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,457.318,55.241,-48.473,0.0,1160.0,20.0,-20.0,0.0,0,6043.0,200.0,-200.0,0.0,1.014,0.465,-0.465,0.0,1.006,0.035,-0.033,0.0,0.18,0.04,-0.04,0.0,4.467,0.3,-0.3,0.0,296.2860853,48.2246328,1644.61,79.32,-72.46,15.902,0.126,-0.126,14.132,0.072,-0.072,15.7042,0.000458,-0.000458,Kepler-228 c,Kepler-228,Transit,Kepler,M-R relationship,missing,[Fe/H],19h45m08.66s,+48d13m28.68s,2.7,1.308332819650179,2.6627218934911245,1.6359715609846015
1,3,2014,0,11.094286,3.6e-05,-3.6e-05,0.0,0.101,0.0019950000000000002,-0.002,0.0,1.85,-1.85,0.0,0.36,0.165,-0.165,0.0,15.4,18.75197,-17.48060619,0.0,0.0483,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,122.778,14.831,-13.014,0.0,835.0,20.0,-20.0,0.0,0,6043.0,200.0,-200.0,0.0,1.014,0.465,-0.465,0.0,1.006,0.035,-0.033,0.0,0.18,0.04,-0.04,0.0,4.467,0.3,-0.3,0.0,296.2860853,48.2246328,1644.61,79.32,-72.46,15.902,0.126,-0.126,14.132,0.072,-0.072,15.7042,0.000458,-0.000458,Kepler-228 d,Kepler-228,Transit,Kepler,M-R relationship,missing,[Fe/H],19h45m08.66s,+48d13m28.68s,4.04,1.6174060820832772,3.9842209072978303,2.4927331096613714
1,3,2014,0,6.252972,2.1e-05,-2.1e-05,0.0,0.062,0.0019950000000000002,-0.002,0.0,0.78,-0.78,0.0,0.196,0.07,-0.07,0.0,5.48,18.75197,-17.48060619,0.0,0.0172,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,76.217,5.917,-5.428,0.0,823.0,20.0,-20.0,0.0,0,5120.0,200.0,-200.0,0.0,0.728,0.257,-0.257,0.0,0.808,0.017,-0.021,0.0,0.06,0.04,-0.04,0.0,4.633,0.3,-0.3,0.0,286.9994758,48.3757867,826.265,23.872,-22.591,16.22,0.024,-0.024,13.785,0.054,-0.054,15.8265,0.000802,-0.000802,Kepler-229 b,Kepler-229,Transit,Kepler,M-R relationship,missing,[Fe/H],19h07m59.87s,+48d22m32.83s,2.2,1.1631508098056809,3.0219780219780223,1.9814113159022946
1,3,2014,0,16.068638,1.9e-05,-1.9e-05,0.0,0.117,0.0019950000000000002,-0.002,0.0,1.74,-1.74,0.0,0.439,0.155,-0.155,0.0,21.5,18.75197,-17.48060619,0.0,0.0676,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,21.637,1.68,-1.541,0.0,600.0,20.0,-20.0,0.0,0,5120.0,200.0,-200.0,0.0,0.728,0.257,-0.257,0.0,0.808,0.017,-0.021,0.0,0.06,0.04,-0.04,0.0,4.633,0.3,-0.3,0.0,286.9994758,48.3757867,826.265,23.872,-22.591,16.22,0.024,-0.024,13.785,0.054,-0.054,15.8265,0.000802,-0.000802,Kepler-229 c,Kepler-229,Transit,Kepler,M-R relationship,missing,[Fe/H],19h07m59.87s,+48d22m32.83s,4.92,1.7783364488959144,6.758241758241758,2.837242744519339
1,3,2014,0,41.194912,0.000248,-0.000248,0.0,0.22,0.0019950000000000002,-0.002,0.0,1.38,-1.38,0.0,0.343,0.123,-0.123,0.0,14.2,18.75197,-17.48060619,0.0,0.0445,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,6.162,0.478,-0.439,0.0,439.0,20.0,-20.0,0.0,1,5120.0,200.0,-200.0,0.0,0.728,0.257,-0.257,0.0,0.808,0.017,-0.021,0.0,0.06,0.04,-0.04,0.0,4.633,0.3,-0.3,0.0,286.9994758,48.3757867,826.265,23.872,-22.591,16.22,0.024,-0.024,13.785,0.054,-0.054,15.8265,0.000802,-0.000802,Kepler-229 d,Kepler-229,Transit,Kepler,M-R relationship,missing,[Fe/H],19h07m59.87s,+48d22m32.83s,3.85,1.5789787049493917,5.288461538461538,3.7422996450525945
1,3,2011,0,7.1,8.6275e-05,-8.7705e-05,0.0,0.07212,0.00057,-0.00057,0.0,0.047,-0.047,0.0,0.14613282,0.00419307,-0.00419307,0.0,2.56,0.43,-0.4,0.0,0.00805466,0.00135293,-0.00125854,0.0,0.017,0.019,-0.014,0.0,446.107,14.58,-14.116,0.0,1157.0,20.0,-20.0,0.0,1,5828.0,100.0,-100.0,0.0,1.548,0.048,-0.048,0.0,1.078,0.077,-0.077,0.0,-0.112,0.0264,-0.0264,0.0,4.09,0.017,-0.018,0.0,294.2189131,49.4792536,835.756,11.463,-11.163,13.567,0.172,-0.172,11.998,0.019,-0.019,13.4015,0.000253,-0.000253,Kepler-23 b,Kepler-23,Transit,Kepler,Mass,missing,[M/H],19h36m52.54s,+49d28m45.31s,1.638,0.9700210542951229,1.0581395348837208,2.0918640616783932
1,3,2011,0,10.74,8.6275e-05,-8.7705e-05,0.0,0.09501,0.00075,-0.00075,0.0,0.074,-0.074,0.0,0.26808861,0.00660185,-0.00660185,0.0,7.81,1.32,-1.2,0.0,0.02457301,0.00415318,-0.00377562,0.0,0.021,0.009,-0.014,0.0,257.39,8.412,-8.144,0.0,1008.0,20.0,-20.0,0.0,1,5828.0,100.0,-100.0,0.0,1.548,0.048,-0.048,0.0,1.078,0.077,-0.077,0.0,-0.112,0.0264,-0.0264,0.0,4.09,0.017,-0.018,0.0,294.2189131,49.4792536,835.756,11.463,-11.163,13.567,0.172,-0.172,11.998,0.019,-0.019,13.4015,0.000253,-0.000253,Kepler-23 c,Kepler-23,Transit,Kepler,Mass,missing,[M/H],19h36m52.54s,+49d28m45.31s,3.005,1.3875435805203225,1.9412144702842375,2.4630018143999504
1,3,2014,0,15.27,8.6275e-05,-8.7705e-05,0.0,0.12012,0.00094,-0.00094,0.0,0.057,-0.057,0.0,0.19680648,0.00508521,-0.00508521,0.0,4.44,1.3,-1.21,0.0,0.0139698,0.00409026,-0.00380709,0.0,0.01,0.014,-0.008,0.0,161.038,5.263,-5.096,0.0,896.0,20.0,-20.0,0.0,1,5828.0,100.0,-100.0,0.0,1.548,0.048,-0.048,0.0,1.078,0.077,-0.077,0.0,-0.112,0.0264,-0.0264,0.0,4.09,0.017,-0.018,0.0,294.2189131,49.4792536,835.756,11.463,-11.163,13.567,0.172,-0.172,11.998,0.019,-0.019,13.4015,0.000253,-0.000253,Kepler-23 d,Kepler-23,Transit,Kepler,Mass,missing,[M/H],19h36m52.54s,+49d28m45.31s,2.206,1.165024054187361,1.425064599483204,2.7893229212309465
1,2,2014,0,32.625555,0.000126,-0.000126,0.0,0.191,0.0019950000000000002,-0.002,0.0,2.17,-2.17,0.0,0.38,0.194,-0.194,0.0,16.8,18.75197,-17.48060619,0.0,0.0529,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,11.816,0.604,-0.57,0.0,506.0,20.0,-20.0,0.0,1,5588.0,200.0,-200.0,0.0,0.817,0.415,-0.415,0.0,0.784,0.032,-0.028,0.0,-0.21,0.04,-0.04,0.0,4.551,0.3,-0.3,0.0,285.7185682,48.5058038,740.754,13.866,-13.374,15.264,0.126,-0.126,13.299,0.037,-0.037,15.073,0.000359,-0.000359,Kepler-230 b,Kepler-230,Transit,Kepler,M-R relationship,missing,[Fe/H],19h02m52.46s,+48d30m20.89s,4.26,1.6601310267496185,5.214198286413708,3.515286343361996
1,2,2014,0,91.773242,0.001618,-0.001618,0.0,0.38,0.0019950000000000002,-0.002,0.0,1.04,-1.04,0.0,0.182,0.093,-0.093,0.0,4.82,18.75197,-17.48060619,0.0,0.0152,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,2.976,0.152,-0.143,0.0,359.0,20.0,-20.0,0.0,1,5588.0,200.0,-200.0,0.0,0.817,0.415,-0.415,0.0,0.784,0.032,-0.028,0.0,-0.21,0.04,-0.04,0.0,4.551,0.3,-0.3,0.0,285.7185682,48.5058038,740.754,13.866,-13.374,15.264,0.126,-0.126,13.299,0.037,-0.037,15.073,0.000359,-0.000359,Kepler-230 c,Kepler-230,Transit,Kepler,M-R relationship,missing,[Fe/H],19h02m52.46s,+48d30m20.89s,2.04,1.1118575154181303,2.4969400244798043,4.530158257696794
1,2,2014,0,10.065275,2.7e-05,-2.7e-05,0.0,0.074,0.0019950000000000002,-0.002,0.0,0.12,-0.12,0.0,0.154,0.011,-0.011,0.0,35.4,19.7,-16.6,0.0,0.111,0.062,-0.052,0.0,0.0,0.049,-0.04,0.0,14.879,1.53,-1.407,0.0,488.0,20.0,-20.0,0.0,0,3767.0,150.0,-150.0,0.0,0.49,0.021,-0.021,0.0,0.58,0.014,-0.014,0.0,-0.1,0.11,-0.11,0.0,4.779,0.2,-0.2,0.0,293.9733913,50.531846,316.618,3.348,-3.281,15.813,0.057,-0.057,12.589,0.026,-0.026,15.3896,0.000606,-0.000606,Kepler-231 b,Kepler-231,Transit,Kepler,Mass,M1 V,[Fe/H],19h35m53.61s,+50d31m54.65s,1.73,1.0043016091968684,3.5306122448979593,2.403811826334712
1,2,2014,0,19.271566,9.9e-05,-9.9e-05,0.0,0.114,0.0019950000000000002,-0.002,0.0,0.19,-0.19,0.0,0.172,0.017,-0.017,0.0,24.1,13.5,-11.2,0.0,0.076,0.042,-0.035,0.0,0.0,0.049,-0.04,0.0,6.267,0.644,-0.593,0.0,393.0,20.0,-20.0,0.0,1,3767.0,150.0,-150.0,0.0,0.49,0.021,-0.021,0.0,0.58,0.014,-0.014,0.0,-0.1,0.11,-0.11,0.0,4.779,0.2,-0.2,0.0,293.9733913,50.531846,316.618,3.348,-3.281,15.813,0.057,-0.057,12.589,0.026,-0.026,15.3896,0.000606,-0.000606,Kepler-231 c,Kepler-231,Transit,Kepler,Mass,M1 V,[Fe/H],19h35m53.61s,+50d31m54.65s,1.93,1.0750024230289759,3.938775510204082,3.0092192145098315
1,2,2014,0,4.431222,1.1e-05,-1.1e-05,0.0,0.054,0.0019950000000000002,-0.002,0.0,1.47,-1.47,0.0,0.275,0.131,-0.131,0.0,9.69,18.75197,-17.48060619,0.0,0.0305,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,410.583,37.069,-33.468,0.0,1104.0,20.0,-20.0,0.0,0,5847.0,200.0,-200.0,0.0,0.968,0.46,-0.46,0.0,0.97,0.056,-0.052,0.0,0.03,0.129,-0.162,0.0,4.495,0.3,-0.3,0.0,295.8161668,51.1217249,1349.13,48.38,-45.19,15.565,0.172,-0.172,13.765,0.056,-0.056,15.3201,0.00042,-0.00042,Kepler-232 b,Kepler-232,Transit,Kepler,M-R relationship,missing,[Fe/H],19h43m15.88s,+51d07m18.21s,3.08,1.4060969884160703,3.181818181818182,1.692164154667298
1,2,2014,0,11.379349,4.4e-05,-4.4e-05,0.0,0.101,0.0019950000000000002,-0.002,0.0,1.86,-1.86,0.0,0.342,0.166,-0.166,0.0,14.0,18.75197,-17.48060619,0.0,0.0442,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,116.524,10.52,-9.498,0.0,806.0,20.0,-20.0,0.0,0,5847.0,200.0,-200.0,0.0,0.968,0.46,-0.46,0.0,0.97,0.056,-0.052,0.0,0.03,0.129,-0.162,0.0,4.495,0.3,-0.3,0.0,295.8161668,51.1217249,1349.13,48.38,-45.19,15.565,0.172,-0.172,13.765,0.056,-0.056,15.3201,0.00042,-0.00042,Kepler-232 c,Kepler-232,Transit,Kepler,M-R relationship,missing,[Fe/H],19h43m15.88s,+51d07m18.21s,3.83,1.5748464676644813,3.956611570247934,2.516029681059604
1,2,2014,0,8.472382,2.6e-05,-2.6e-05,0.0,0.077,0.0019950000000000002,-0.002,0.0,0.66,-0.66,0.0,0.217,0.059,-0.059,0.0,6.48,18.75197,-17.48060619,0.0,0.0204,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,85.131,4.968,-4.667,0.0,751.0,20.0,-20.0,0.0,0,5360.0,200.0,-200.0,0.0,0.758,0.206,-0.206,0.0,0.855,0.024,-0.024,0.0,-0.09,0.154,-0.182,0.0,4.614,0.3,-0.3,0.0,296.3665054,51.3194548,856.417,19.328,-18.506,15.477,0.069,-0.069,13.453,0.039,-0.039,15.3263,0.000411,-0.000411,Kepler-233 b,Kepler-233,Transit,Kepler,M-R relationship,missing,[Fe/H],19h45m27.96s,+51d19m10.04s,2.43,1.2325602611778486,3.2058047493403694,2.2483804067203335
1,2,2014,0,60.418955,0.00063,-0.00063,0.0,0.287,0.0019950000000000002,-0.002,0.0,0.78,-0.78,0.0,0.242,0.07,-0.07,0.0,7.8,18.75197,-17.48060619,0.0,0.0245,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,6.195,0.362,-0.34,0.0,390.0,20.0,-20.0,0.0,1,5360.0,200.0,-200.0,0.0,0.758,0.206,-0.206,0.0,0.855,0.024,-0.024,0.0,-0.09,0.154,-0.182,0.0,4.614,0.3,-0.3,0.0,296.3665054,51.3194548,856.417,19.328,-18.506,15.477,0.069,-0.069,13.453,0.039,-0.039,15.3263,0.000411,-0.000411,Kepler-233 c,Kepler-233,Transit,Kepler,M-R relationship,missing,[Fe/H],19h45m27.96s,+51d19m10.04s,2.71,1.3110318766193438,3.575197889182058,4.1177185008659825
1,2,2014,0,2.711506,6e-06,-6e-06,0.0,0.04,0.0019950000000000002,-0.002,0.0,1.66,-1.66,0.0,0.33,0.148,-0.148,0.0,13.2,18.75197,-17.48060619,0.0,0.0416,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,1007.716,130.025,-112.541,0.0,1420.0,20.0,-20.0,0.0,0,6224.0,200.0,-200.0,0.0,1.113,0.495,-0.495,0.0,1.129,0.031,-0.033,0.0,0.22,0.04,-0.04,0.0,4.421,0.3,-0.3,0.0,291.6535379,38.4946597,1733.1,94.63,-85.47,15.747,0.149,-0.149,14.065,0.069,-0.069,15.5014,0.000479,-0.000479,Kepler-234 b,Kepler-234,Transit,Kepler,M-R relationship,missing,[Fe/H],19h26m36.85s,+38d29m40.77s,3.7,1.547562508716013,3.3243486073674755,1.3114377241712212
1,2,2014,0,7.21205,2.2e-05,-2.2e-05,0.0,0.077,0.0019950000000000002,-0.002,0.0,1.56,-1.56,0.0,0.313,0.139,-0.139,0.0,12.1,18.75197,-17.48060619,0.0,0.0381,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,273.304,35.264,-30.522,0.0,1025.0,20.0,-20.0,0.0,0,6224.0,200.0,-200.0,0.0,1.113,0.495,-0.495,0.0,1.129,0.031,-0.033,0.0,0.22,0.04,-0.04,0.0,4.421,0.3,-0.3,0.0,291.6535379,38.4946597,1733.1,94.63,-85.47,15.747,0.149,-0.149,14.065,0.069,-0.069,15.5014,0.000479,-0.000479,Kepler-234 c,Kepler-234,Transit,Kepler,M-R relationship,missing,[Fe/H],19h26m36.85s,+38d29m40.77s,3.51,1.506297153514587,3.153638814016172,2.105602587788906
1,4,2014,0,3.340222,5e-06,-5e-06,0.0,0.037,0.0019950000000000002,-0.002,0.0,0.1,-0.1,0.0,0.199,0.009,-0.009,0.0,5.6,18.75197,-17.48060619,0.0,0.0176,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,44.0,6.5,-5.2,0.0,731.0,67.0,-52.0,0.0,0,4255.0,100.0,-100.0,0.0,0.554,0.021,-0.021,0.0,0.581,0.018,-0.018,0.0,-0.51,0.06,-0.06,0.0,4.73,0.15,-0.15,0.0,286.0790779,39.278237,428.018,6.695,-6.495,16.567,0.252,-0.252,13.116,0.03,-0.03,15.9695,0.000633,-0.000633,Kepler-235 b,Kepler-235,Transit,Kepler,M-R relationship,M0 V,[Fe/H],19h04m18.98s,+39d16m41.65s,2.23,1.172482137234565,4.025270758122743,1.4679254988778234
1,4,2014,0,7.824904,5.5e-05,-5.5e-05,0.0,0.065,0.0019950000000000002,-0.002,0.0,0.08,-0.08,0.0,0.114,0.007,-0.007,0.0,2.18,18.75197,-17.48060619,0.0,0.00687,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,14.2,2.1,-1.7,0.0,555.0,43.0,-46.0,0.0,0,4255.0,100.0,-100.0,0.0,0.554,0.021,-0.021,0.0,0.581,0.018,-0.018,0.0,-0.51,0.06,-0.06,0.0,4.73,0.15,-0.15,0.0,286.0790779,39.278237,428.018,6.695,-6.495,16.567,0.252,-0.252,13.116,0.03,-0.03,15.9695,0.000633,-0.000633,Kepler-235 c,Kepler-235,Transit,Kepler,M-R relationship,M0 V,[Fe/H],19h04m18.98s,+39d16m41.65s,1.28,0.8241754429663494,2.3104693140794224,2.1775777245732235
1,4,2014,0,20.060548,9.9e-05,-9.9e-05,0.0,0.122,0.0019950000000000002,-0.002,0.0,0.1,-0.1,0.0,0.183,0.009,-0.009,0.0,4.86,18.75197,-17.48060619,0.0,0.0153,0.059390345,-0.0555,0.0,0.0,0.049,-0.04,0.0,4.03,0.6,-0.48,0.0,401.0,38.0,-27.0,0.0,0,4255.0,100.0,-100.0,0.0,0.554,0.021,-0.021,0.0,0.581,0.018,-0.018,0.0,-0.51,0.06,-0.06,0.0,4.73,0.15,-0.15,0.0,286.0790779,39.278237,428.018,6.695,-6.495,16.567,0.252,-0.252,13.116,0.03,-0.03,15.9695,0.000633,-0.000633,Kepler-235 d,Kepler-235,Transit,Kepler,M-R relationship,M0 V,[Fe/H],19h04m18.98s,+39d16m41.65s,2.05,1.1151415906193203,3.700361010830324,3.0474015272599795
